sentence,label
"зачем в снег? Осень в холодильник - весной вынимаешь. Они же спячку впадают.
",1
"Хозяин, давай на улицу!!! Подпёрло ужо!!!
",1
"Пошел нахуй с тупичка
",1
"Ахуеть как похорошела!
",1
"Какие же ебала проплаченные. Ебанная лахта
",1
"тред горелых пекарей, найс
",1
"Отправить ты можешь только хуй в свою жопу, лахтодырка.
",1
"Про древние постройки в целом.
",1
"Памагите!!!!!! Бамп,бамп,бамп!!!
",1
"Наоборот, красава. Решил развлечь анонов. А тебе рака и спида, падла неблагодарная",1
"Тостота то какая! ХОХЛОТА!
",1
"Обратит вниманиа на шкалу - ALL AGES
",1
"девчонка на превьюхе на богиню Дашу похожа
",1
"Пикрил Твоё лицр, когда увидел опередивший тебя тред?
",1
"Вот бля уебищи, как пить дать напились пива, и ясен пень ссать убежали, быдло сраное
",1
"Лол, я тебя обосрал за твой уебанский душный снобизм. уберкринжанала можешь обкладывать хуями сколько угодно.
",1
"Основные сложности какие?
",1
"Ну видимо!!!!!! УУУУУУУУ!!!!!!!!!!! ААААААААААА!!!!!!!!!! УАУАУАУ!!!!!!!
",1
"вчера только был пост, где мужик электрогитару сделал такую же, может это он же?
",1
"Red Dead Redemption II прям какой-то, да
",1
"Частная благотворительность.
",1
"Можем на тебя ещё и модера за безмозглых позвать.
",1
"ряженые кизяки Извинись!
",1
"Если бы я ответил Ты пиздишь это было бы оскорблением, или в контексте ок?
",1
"Бабушкин персиковый чай? )
",1
"Слушай, вот серьезно, обратись к врачу. Да-да, они все жиды, и психиатрия - это вообще псевдонаучные штучки пейсатых, но ты все же обратись.
",1
"Желаю тебе всегда играть без сапортов)
",1
"Ничтожны тут только твои тупые поцты.
",1
"Беднорус и Беднорусский, Беднорусь.
",1
"Что ты несешь? ты поехавший? Ты понимаешь чем к примеру физичиеские законы отличаются от теорий разной степени охуительности ? Закон гравитации работет на всей планете Земля независимо от твоих манятеорий. Пространство блядь- трехмерно. А ты утверждаешь что оно может быть , 5,6 и прочее мерным, но доказать и продемонстрировать мы не можем по этому представим... Ты ты тупой верун Есть невидимый мужик , доказать и подтвердить мы не можем но давайте поверим... Иди нахуй. Ты настолько туп что не понимаешь даже что время- это иллюзия.
",1
"Парашно-ватный дебил, плиз
",1
"Ты понимаешь что ты шизоид?
",1
"вау... либо у тебя ваще чуйки нет, либо... незнаю.. то есть ты для себя разделил мир на людей с перегаром и трезвых?
",1
", мат. Мои нежные, девственные чувства оскорблены.
",1
"Ты с кем разговариваешь, шизик?
",1
"Традиционный гей-четверг. Делаем пузыри с рыбами в космосе.
",1
"Ты серьёзно думаешь, что из-за того, что ты смотришь Панчина ты не относишься к 95 населения? Ну смотри там про магию и прочую говнину, хули с тебя взять.
",1
"Встретил бы я тебя на улице, ох и поплакал бы ты горькими слезами.
",1
"Ага, да, жели-пожевали, добра нажевали, блеать!
",1
"скажите, а что заставляет пользоваться подобными мемами фекально-дендроидной архитектуры?
",1
"Ты опять выходишь на связь, шизик, тебя уже исключили из твоей сортиростроительной шараги?
",1
"А реставраторы из солнечной средней Азии следят за Большим Ра. И когда он слегка подносится, и город выделит деньги на реставрацию - пизда придет Большому Ра.
",1
"Ты о нем уже третий пост мне пишешь. Зачем ты тогда мне пишешь? Если тебе скучно и хочешь пообщаться, то время сменить тему.
",1
"Стоп, а как же нанотехнологии?!
",1
"Говорят в гражданскую войну Колчак перед своими так рофлил, а ему его дед рассказывал.
",1
"Вот ты хуйню какую-то на пикабу постишь, а в это время враг боевые навыки совершенствует
",1
"кто-то запускает ракеты этим он вертит на хую роскосмос слышите Ебать вас промывают, пиздец просто.",1
"Пиздуй у Ашотов сосать, сельдь. Думаешь мы не поняли, что ты обычная шкура?
",1
"Изменила мужу шлюха. Всё просто.
",1
"сам небось и забанил себя
",1
"Танкисты пидарасы танкисты хуесосы танкисты долбоебы конченые
",1
"Верни скрывалку, обезьяна!!!
",1
"ГУСАРЫ!!!! МОЛЧАТЬ!!!
",1
"Приходят в математик пиво, физик и менеджер.
",1
"Ты троллишь? Если ты такой правильный - плати мне репарации. Точно репарации, а не материнский капитал, ссуду или стипендию? Просто репарация - это по факту штраф за проёбанную войну от одно государства другому. Да и по международному праву, официальный приемник СССР - Российская Федерация. Так что, как переедешь на Аляску, можешь смело писать заявление в международный суд на РФ, чтобы тебе вернули 3 прадедовы коровы. Документы, подтверждающие собственность-то, остались?
",1
"Белую мразь давили как говно, погоны вбивали гвоздями царским шлюхам. Смылись во Франции и Германии, а позже воевали против свтего же народа. Краснова поймалии повесли, старую шлюху таракана.
",1
"Интересная точка зрения
",1
"Охуевший коммент. А ты часом сам не охуел ли?
",1
"Предлагаю каждому русскому отдавать свою женщину на пользование мигранту, чтобы он быстрее ассимилировался.
",1
"свинорылая пидорашка, плиз
",1
"Игру запретили в пидорашке после этого. Да хуй знает. Ты не хочешь со своими глубокими комментариями свалить в по, ньюсач, блохач или хотя бы в тред к шарию? Уверен, там диванным бойцам необходимы твои важные политические комментарии.
",1
",обьясните плх,человеку что он не прав
",1
"Как обычно, кто-то держит дистанцию, а кто-то в нее перестраивается.
",1
"Почему у тебя все красное? Ты дальтоник? (автор данного комментария не собирался никого оскорблять.)
",1
"Ты еще зомбоящик забыл с его гом2 и прочими говно шоу которые им прививают такую модель поведения как правильную
",1
"Реальная фамилия Шульженок. Лол, опять хохлы заливают.
",1
"БЛЯТЬ! Опять ржу, как представлю минет вприкуску с пирогами! Чувак ты уникум!!!!!
",1
"КНН Коты Не Нужны? Ты че, охуела, тварь?
",1
Да он видать за деньги :) Дорого оказалось и денех жалко :),1
"Какой же охуенный хайлайт
",1
"Ослоеб бараноебу, ты хотел сказать?
",1
"И хули?Эмотивист ты ссаный?Маргинал тоже говорил, что ему взрослого больше жалко чем зиготу,но это сраные эмоции.Этика рационализирует мораль и уберает противоречия,хуй ты мутный
",1
"Уууу. Сладкоежка детектед.
",1
"В магазинах скидки, отличный повод прикупить!
",1
"ну вот так. Не спрашивали. А ты лезешь везде со своим мнением. Которое интересно кому? Никому.
",1
"Наличие высшего образования предполагает наличие мозга.
",1
"Предлагаю вашему вниманию поэтические страницы маестра. До тридцати сиянье чуда В тебе, быть может, будет жить Улыбки нежность неоткуда Тебя заставит не забыть Потом морская синь, дороги И быт усталый и глухой Тебя доедут до берлоги И в старость уведут рукой Останутся со мной мгновенья Недокасанья юных рук Недосознанье упоенья Былой любви к тебе, мой друг. 6.03.07. АПОЛОГИЯ ДВИЖЕНИЯ. Среди чернеющих небес Себя найдешь на улице Бредущим по городу Где только снег идет Как ты Другое все иного направленья И сотни тысяч стен домов Тебя встречают В ужасе Ты страшен Поскольку ты идешь Они стоят Тот кто идет всегда опасен И одинок Как этот снег Как эта ночь Огромная удача Что ты не видишь Как ты одинок Но ты уснешь Как это небо станешь Великой темнотой Луна звенит И звезды опадают Как снег, как листопад Куда-то вниз Туда где ты Страниц не различая Запишешь их Листву и звон от звезд И песни стон и лунное дыханье На маятник повяжешь низ Чтоб верх по стрелке шел вперед И только так достигнешь ты себя Своих богов, своих детей Своих последствий И выбор сделаешь на пользу лишь себе 8.03.09. ЧЕЛОВЕК. Такое длинное мгновенье: А дальше эхо и забвенье Что надо нам успеть За этот срок недолгий? Спросить себя: Ты кто? - И дать ответ; Но главное влюбиться: Чтобы ответ мог подтвердиться. 9.01.10. ЮНОСТЬ ПОЭТОВ. Я срезал стебель для своих утех Я гений Значит правом данным от начала Я выбираю жребий тех Кто нужен мне для счастья и причала А, может, для страдания Как агнец богу на закланье На пир души и хищной, и прекрасной Веду я за руку фантомы красоты И каждый ты живешь лишь в мере той Что под руку со мной ведет тебя судьба слепая Ты значим лишь в моих глазах Ты существуешь только как моя болезнь Как озеро испившее нарцисс Как призрак сна настигнувший меня На кромке заколдованного лета Знайте, юность саван воскрешенного поэта 10.02.09.",1
"Кто-нибудь досмотрел до конца, а то мне лень?",1
"Нахуй иди, я тебе весь тред что ли читать буду? Пидор, бешбармак тебе в хычин!
",1
"Да. Левый сосок на левой сиське, на левой фотке.",1
Ты нормальнео не умеешь ты сразу урчать начинаешь,1
"Нахуй иди, щенок. мимо нульчер 2010
",1
"Хуй бы ты двачевал, если бы сидел в говне на уровне стран Африки.
",1
"Скажите участковому, он её застрелит.
",1
"Сократят анальную цензуру в сети. Русню начнут давить. Дремлет хлопец у дороги...
",1
"А ещё в СССР издавали произведения Солженицына, значит советский союз был сам против себя.
",1
"Почему их импортируют? Тут нет технологий?
",1
"а ничего другого ты сделать и не можешь. смотришь на ватниках на дорогих машинах, стоя на остановке в 5 утра, пиздуя на завод. стоишь и машешь этим ватникам дрожащим кулачком.
",1
"Ваше мнение - ваше мнение. Забейте его себе куда хотите.
",1
"Иди нахуй,бля. Я искал эту хуйню так как дрочу в гостиницах, когда в командировки летаю. Сплю бухой без трусов. Мне нужная эта ебень.
",1
"Забанил тебе за щеку Мимо-Абу
",1
"Пьяного-могила исправит!
",1
"Это ты мерзкий же, я отрицал пока не стало известно официально об этом.
",1
"Жалость то какая, бедные кошки.
",1
"В редких случаях и кирпич оживляют)
",1
"э русна на бутылку садис да мимо татарин
",1
"Че им делать в хохляндии? стецвойны тут у нас на форумах рыжым шатают.
",1
"связаны Даун, читать то умеешь?
",1
"Передайте своему пидарасу понасенко, что он спалился как кремлевский пидар, когда на Шульман наехал. у меня всё
",1
"неи я тебе не сяду на лицо.шебм
",1
"Правила дорожного движения, пидорас малолетний.
",1
"Улучшаются в архимагов палладия
",1
"НУ ЧО СУКА ПРОСИЛ СКЕТЧИ? ПРОСИЛ? ПОЛУЧАЙ БЛЯДЬ!!
",1
"мб что-то произошло Секс конечно, очевидно же.
",1
"после первого же прогиба ученики либо совсем дурачками станут, либо отличниками.
",1
"Какой нахуй шок, что ты выдумал уебок, может тебя ещё и за цп не забанят в твоем маня-шок треде? Скоро будешь бан ловить за свои скримеры, сучье отродье .
",1
стоит ли анону качественный разъеб с годным монтажом делать А ты точно вывезешь?,1
"А он тебя не кормит)? Может тебе котлеток выслать?
",1
"на преображенке был такой домик, в районе б.черкизовской, д7
",1
"вне зависимости от того, что ты высрешь, это не поменяет того факта, что какой-то петух из белгородской деревни зашибает в месяц в два, а то и три раза больше, чем твой алкаш-отец и шлюха-мать, а ты и дальше будешь сидеть и нахуй никому не нужный сосать хуй, а ему присылать донаты, омегалул
",1
"Репорт самопиарищейся вниманиебляди.
",1
"Пиздобол, уебывай уже. Ты обосрался везде, где только мог хохлы
",1
"А у тебя писечка поперек, или это только от мамы передаться может?",1
"Кто за рулем то, че съябывал?
",1
"А как ты понял, что у тебя глисты? И как вывел?
",1
"обычные японские блага.
",1
"Собаки ебаные твари нахуй они нужны где отлов бродячих псов
",1
"Скоро татары тебя раскулачат и отберут свою жену
",1
"Мазохист? Я из тебя эту дурь выбью!
",1
"Серьёзно? Скинь, пожалуйста, хоть один пример, где на международных переговорах кто-то кому-то говорил Ты дурак или да?
",1
"Ошметки лунного модуля нашла японская обсерватория еще в 90-е. Ты тупой? Летать то летали, модуль садился, только померли космоновтики. Их дублеры заменили по возвращении.
",1
"рекомендует книгу Черный лебедь ? ебать он дебил
",1
"Сам ты преступник. Я живу здесь.
",1
"Тупа галимый сойбой (несмешной)
",1
"Блять, вот хохлы везде Россию приплетают, а вот кремлеботы везде хохлов пытаются приплести.
",1
"Речь не про египет. А вообще про древние постройки.
",1
"Пошла нахуй свинья. Хохла на штык! Хороший хохол - дохлый хохол. Убей хохла, убей!
",1
"стоит ли анону качественный разъеб с годным монтажом делать А ты точно вывезешь?
",1
"Ну чо, братан, окуклился?
",1
"на пятак из украча: Форс свиней , хохлуту, какелов и прочих (раSSово антифашиSSтских) именований украинского народа отправляется в бан свиня плиз
",1
"Смотрите, петух закукарекал. Пади падмойся, Маня
",1
"Какие же пиндосы дегенераты, пиздец просто.
",1
"Проклятый Путин украл средиземноморский климат.
",1
"Потому что ты латентный педик. На трапов еще наверняка дрочишь
",1
"если он пытался писать в прокуратуру, то признавал справедливость НКВД Ты просто поехавший ЯСКАЗАЛьщик
",1
"Шоб тебе индивидуальную скидку в 20 дать
",1
"НА УКРАИНЕ БЕЛОРУССИЯ
",1
"На фото же видно, что модель обновленная. Mr. Fusion установлен.
",1
"Ну, деушка, мастерица ты в жмурки играть - цитата из русской народной сказки Серебряный колокольчик . Кстати , деушка - не опечатка
",1
"Что она у тебя такая жирная? На шаверму её готовишь?
",1
"умных людей игродауны
",1
"Банить за скримеры, я ебу, ты шизойд сам понял, что высрал ?
",1
"doc6cviyl9oc39b Ну что за позорище. Ты сам присмотрись, СИНТЕТИЧЕСКАЯ КУРТКА SRYNKA aka МУСОРНЫЙ МЕШОК , наверное ещё шуршит так забавно и блестит.
",1
"Уважаю Сталика Хакегншиев, особенно когда он своих подписчиков называет козладаразина и ссыт им в рот.
",1
"вы растекаетесь по всей борде лишим вас загончика, чтобы это на самом деле стало правдой А ты хитер.
",1
Задолбала его эта курица))),1
"Вдруг, кто захочет поддержать парня в дороге рублем, Карта сбера: 5469 2700 1225 5537, Ссылка на его страницу в вк:
",1
"Дурачок даже сам себе лайкнул как дебил.
",1
"Когда тебя насилуют нельзя отбиваться. Когда тебя убивают нельзя защищаться. Почему же ты не вспоминаешь о сотнях миллионах, погибших от рук капитала. Ежедневно люди гибнут в капиталистических войнах, организованных ради прибыли. Чего ты о них не вспоминаешь? Когда бандит вломится в твой дом, не сопротивляйся. Дай ему убить тебя.
",1
"Как же я проигрываю с подобных визгов. Ало, долбоеб. Ты не задумывался, что настоящие травители это как раз те самые нормальные люди , которых ты тут противопоставляешь обиженным девственникам ? Двачеры лишь придают огласку, а реальный хейт и изоляция исходят именно от окружения шлюхи, от таких же нормисов-доброхотов. Поссал в рот недоумку. И еще докинул струю за самопожертвенный надрыв жопы ради каких-то рандомных шмар.
",1
"Задолбал этот культ войны.
",1
"Мне тебя жаль честно раз ты не можешь понять что там не написано что он был Прав и говоришь зачем поворачивать ещё двоих. Всё просто он убедился что он был не прав, пойми ты не прав был не ппрррааавввв по этому хватило двоих повернуть. Прочитай условия внимательно и этот текст сново условия и покажи кому нибудь из взрослых это чтоб объяснили тебе пробитому что ты сынок пробитый
",1
"где расчехляет кулаки, ты врешь 4пик Заебала пиздеть, русня
",1
"Едут два пидора в трамвае. Час пик, давка. Один другому говорит: - Котик, давай ты меня выебешь прямо здесь? - Что ты, мой сладкий, тут же народу так много. - Ой, ты зря переживаешь, тут всем наплевать, никто и не заметит. - Ну не знаю... - Вот смотри. (громко) Граждане, который час? Никто даже не оборачивается. - Теперь понимаешь? Давай, снимай штаны скорее. Конечная остановка, в трамвае в одиночестве сидит пожилой мужчина. Кондуктор подходит к нему: - Дедушка, а чего вы сидите? - Ой, милок, так сердце прихватило что-то, еле дышу. - Ну так попросили бы у пассажиров валидола, у кого-нибудь да оказался бы. - Да попросишь тут, один спросил, который час, так его всю оставшуюся дорогу в жопу ебали.
",1
"Ты думаешь, что у феминисток есть мужья? Какой дебил будет с ними жить? Пизда ты ограниченный ебик...Серьезно считаешь феминистки ебанутые бодипозитивщицы повернутые на притеснении кунцов? То что ты считаешь фемиками, это обычные фрики-маргиналы, норм феминистки топят против феминицида, и за выравнивание зарплат. К кунью ненависти не испытывают, сосут хуйцы, моют посуду.
",1
"малой у тебя в штанах, малой. россия будет свободной, а ты останешься малым, малой.
",1
"А девушка в ахуе, тк ты её назвал доской, вы живёте в центре города и ты ходишь с топором
",1
"Чувак у тебя диагноз. Отойди от монитора и успокойся. Ложись в кровать и попробуй заснуть.
",1
"ебать у вас там мозги моют
",1
"ПРОКЛЯТАЯ ДЕТОЕДСКАЯ МРАЗЬ. ГОРИ В АДУ ВЕЧНО.
",1
"Он всегда делал контент для умственно-отсталых дедей, просто, когда тебе он нравился, ты сам еще умственно-отсталым ребенком был.
",1
"Залётный глист строит из себя дурачка и обвиняет кого-то в залётности . Спешите видеть.
",1
"Всем здесь занимали. Мне профсоюз инвалидов умственного труда номерок в эту очередь выдавал!
",1
"Блядь ты жопой посты читаешь?
",1
"дырка у тебя в голове.
",1
"выдающий в целующем холопа, а в целуемом - тщеславного мудака. Зашоренное быдло эс из.
",1
"АХАХАХАХА... я вголос проорал
",1
"Наташа закукарекала, заместо Авроры
",1
", жестокость? мне противно видеть такое в ленте пикабу.
",1
"больного синдромом патау Лскал ролик, в котором Ебжен пародирует Вульфа, чтобы ты мог оценить тяжесть его болезни. Но наткнулся на эту фразу и охуел.
",1
"нести хуйню оскорблять пранки
",1
"тебе платят хорошо? сколько стоит твоя совесть и самоуважение, шлюха??
",1
"Вангую это пишет сам хуесос модер.
",1
"Коучер, промоутер, шоумен и просто альфонс",1
"Тиньков был пиздец как прав, что блогеры продажные. Долго до тебя доходило.
",1
"Хватит самому себе отвечать,шизофреник ты несчастный
",1
А вот у него мать пахала!,1
"Зарплата понятие относительное
",1
"Очередная наглая ложь мочеподсоса.
",1
"Хохол, тебе разве Петя разрешил в эфир выходить? Иди Томос встречай.
",1
В середине истории услышал странный шум в голове,1
"Блядь, а ведь похоже!!!!!!!
",1
"пытаясь вызвать праведный гнев нищего быдла пролетариата Ты перепутал Толясика с Сисяном. хз, чего это петушарий начал бегать с этими 50к баксов Тебе говорят не просто, что он получает 50к, а наглядно показывают за что , он получает 50к. Смекаешь?
",1
"Ты ещё проо диван в фитнес-центре вспомни
",1
на фестивале Панчлайн он конечно знатно обосрался. 80 шуток про еблю и геев.,1
"Обычная баба. Пацан - лох.
",1
"Ербанк т коффф,для тебя и тебе подобных приготовлен отдельный котел в аду,рядом с теми кто пишет пизд
",1
"а в хорошем гараже, относительно плохого производства?
",1
"Артас-пидорас а фанаты долбаёбы
",1
"ОТПРАВИМ ТАРАСОВ В ГУЛАГИ, ПАНУЮТ ПУСКАЙ В ВОРКУТЕ, ПУСТЬ СТРОЯТ МОСТЫ, ДОХОДЯГИ, И СМОТРЯТ КАНАЛ ОРТ!
",1
"Батя -- хохол, мать -- русская.
",1
"Что-то появившееся на небе пугает туристов Кто рассказал Черноброву про это, дух горы, мертвецы дятловцы?
",1
"Мужик получит сотрясение мозга, а ты минимум условку. А если он скопытится, ударившись затылком, то вообще беда
",1
"Сходила посмотрела на чашечку - оказалась баварского производства)
",1
"не гейское. а почему ты полумал о геях?
",1
"да и сам в принципе мог бы слазить все проверить
",1
"Согласен, после просмотра груза перестал смотреть его фильмы, какие бы он не снимал
",1
"В лахту уже совсем на голову отбитых долбоёбов берут? Пиздец, ну есть же нормальные работы, хули ты в это говно пошёл, не понимаю.
",1
"Блять, как ты доебал, мы уж поняли, что ты люто хейтишь нестеренко, настолько, что готов высирать целые простыни, даже не особо разбираясь в вопросе. Ну не является для нестерова ютуб основным занятием, как для какого-нибудь хованского. Есл бы ты следил за этой аутичной тусовочкой, знал бы что нестеров айтишник на удаленке.
",1
"Зачем тут эта хуета про кастрюли?
",1
"уахаха, сук. чел, ты гений.
",1
"жопедч хыыыыыыыыыыыыы ну тут соглыыы кто дотер пишити айди будем катать катки
",1
"ГДЕ 110 цифровых???!!!
",1
"О чо вы решили что он - работник? Вдруг он эмо-суицидник-прилумщик?
",1
"Какое тебе дело кто катит, пока на оппиках скрины из аниме?
",1
"Нахуй тебе видосы с резиновой куклой, фетишист штоле?
",1
"Ты вот про сестру сказал, а я чёт почти на все сто был уверен, что он именно в Голландии живёт, хз как объяснить, чуйка чтоль... Видал я ролики про сестру, суды там и все такое. Был я на его канал подписан, а потом он мне стал мерзок. Ты обратил внимание на атрибуты наличия денег ? Почти в каждом ролике, то часы, то мы гардероб жены показываем с кол-вом сумок, то мы критикуем других блогеров за плохие зубы... Он плохой человек. А татарин, он мог, ахметычь злой на многих.",1
"Отличие в цели. Кто-то хочет заработать, а кто-то хочет развиться, не идя на поводу у масс
",1
"У-ух, ненавижу, блядь, хохлов.
",1
"Извини тебе в грязном ходить приятно?
",1
"кого-то мне это напоминает...
",1
"Работал мастером зарплата на севере 28к, уволился устроился на зарплату в 90к
",1
"Ни днем ни ночью покоя нету, одно у тебя на уме!
",1
"За рогатую крысу-крысу
",1
"Это же обычный трамвай на шинах. Метробус на мой взгляд удобней
",1
"А самолётов нет в Северной Корее?
",1
"На видео смотри, тупомозгий. Раздел, сортировочка. Давай.",1
"Я ем, а вы тут со своими глистами блеать!
",1
"Вот про вершителей судеб правильно.
",1
"соблюдай нормы поведения и правила принятые обществом. Так а где нормы-то? О чем ты говоришь вообще? Ты опять ведешь речь о том чего сам не знаешь?
",1
"Да я вас парву падлы, сопляки драные
",1
"Побольше мук в аду этой жидовской подстилке.
",1
"кто такой ватник Сторонник Путина. Коллаборант поддерживающий нынешний оккупационно-олигархический режим.
",1
"Соловьев, и остальная банда чинуш и давно он чиновник?
",1
"Этот долбаеб же за русский мир топил на Даунбассе, почему никто заяву не накатит за то что он участвовал в войне, в рашке же это уголовное преследование.
",1
"Почему у папича такой даунский чат? Традиция.
",1
"Совершенно верно, большенство приколов про Колю, это переделанные про Чака.
",1
"чушь какая то, куда отделить, кому отделить
",1
"Надеюсь ты от нас в конечном итоге не свалишь. А так красавчик, в апреле иду на концерт в Уфе.
",1
"а жаль - на хуй он нужен
",1
"Чак колет орешки.. яцутками.
",1
"Ватники продолжают экранизировать совковые сказки.
",1
"Ну арендовать же конечно выгодней)
",1
"Слишком, блядь, мощно
",1
"Теперь мелодия эта в голове играет.
",1
"обезьяна ахуела вкрай
",1
"чушь какая то, куда отделить, кому отделить",1
"Пусть человек сам решает, и жалуется модеру. p.s а ты гляжу любитель доносы строчить в сороковых полицай бы годный из тебя получился бы.
",1
"ебать ты конченый, нахуя ты это постишь?
",1
"Если тебя посадить в тюрьму и трахнуть - тоже изменишься.
",1
"Дырочки в мозгах у тех, кто абсерваторию гнобит...!
",1
"про поселок художников сокол
",1
"Иогана Ебать, земля тебе пухом, братишка. Этот ебаный унылый никчемный тупорылый копрославный куколд.
",1
"И кого это ты там целуешь на стадионе? только не говори что просто так туда ходишь...
",1
"а то что он не пытался завладеть ее имуществом, существенно?
",1
"КОГДА Я ВИДУ ВАТНИКА, Я ЕГО ПОСЫЛАЮ! ТЫ ВАТНИК, ИДИ НА ХУЙ! ОБОССАЛ ВАШ ПЕТУШИНЫЙ ЗАГОН!
",1
"Евген, ты точно в этом треде сидишь. Рассказывай, Клэп горловой умеет? В жопу даёт?
",1
"да пускай он у бродячей техаской собаки(гавайской обезьяны ?) сосёт , лишь бы не встретить, случайно, это чучело дрочащим свой член на улице.
",1
"Номер: ВОЗОРТ! Ах ты ж возорт эдакий!
",1
"Чувак, тебе не стыдно себя пиарить? ты ещё в подсос-треде летом пиарился
",1
"round150711 mail.ru жду
",1
Ну а что ты тогда негодующий весь. Видимо тебя сильно обижали в армии.,1
"Пиздец. Государство как всегда обосралось
",1
"Ну он-то не в честь Джорджа Вашингтона, президента США?",1
", тут ЦА моего поста негодует больно. Задел видать.
",1
"В Украине решение ЕСПЧ в отношении другого государства является источником права?
",1
"Вот пример пробкового компенсатора
",1
"Последнее сообщение жена написала?
",1
"Я КАК ЭДВАРД БИЛ ПОЫАОВРЫ ПОХОРОНИЛ, ЛА ЛА ЛА, Я КАК ЭДВАРД БИЛ АОЫФВОЫ ПОХОРОНИЛ, ЛАЛА ЛА ЛА. ХУЯРИТ МОЙ ЭНДОРФИН, ЛАЛАЛАЛА.
",1
"Слон наемный убийца скрутил голову очередной жертве
",1
"Кто дал этим глупым зусулам ядрён-батон??
",1
"АХАХАХАХАХАХАХ Ты в очередной раз доказываешь насколько ты тупой долбоёб.
",1
"оооо !! выложу на Пикабу какая страшная угроза ..
",1
"Где то читала, что лекарства отбирают у въезжающих (а аптека там так же пусты)
",1
"Перенесём столицу обратно в Киев?
",1
"Нехрен бегать от собаки, поедешь в больничку усталый и покусанный.
",1
"Но отбитый тут ты. Ну нафантазировал, ошибся, обострение у меня весеннее, но нахуя ты мне отвечаешь то тогда? Чтобы убедить себя в том, что я не прав? Да, пожалуйста, я не сопротивляюсь, ты прав во все.
",1
"я про смену номера во всех сервисах говорю
",1
"А свиньи разве умеют читать?
",1
"Он стал популярным только после того, как его дебил-друже взял под крыло.
",1
"Треуголку ему, шхуну и прямиком на поиски сокровищ.
",1
"ЧТД, у тебя абсолютное непонимание того, что такое экспозиция.
",1
"к нам в иред У тебя нет треда своего, сучка
",1
"Погодите, ща Ник Кейв придет.
",1
"Какой же трюдо эталонный куколд.
",1
"Прикидывайся дебилом дальше, у тебя превосходно получается.
",1
"В ПУБГе он такой беспомощный, такой одинокий...
",1
", у вас тут посетителя в реале забанили. Почините обратно.
",1
"Гнездо наркоманов, проституток и АУЕшной швали
",1
"Модератор, объяснись.
",1
"Вечерний Ургант, Голос, Непутевые заметки - неплохие передачи.
",1
"Сказочный дегенерат просто.
",1
"Le 40к в мес. дохода пидорашка. ЕБАНЫЙ ОЧКАРИК НА КНОПКИ ДАВИТ, 150к ПОЛУЧАЕТ ДА ЧЕМ ОН ЛУЧШЕ МЕНЯ!11 ОТНЯТЬ ПОДЕЛИТЬ!11 Этот министр вполне заслужено получает 5кк в месяц, ты лучше с себя начни, левак проклятый.
",1
"Какая ... отвратительная рожа...
",1
"боевые картинки Типичные адепты гомикадзе
",1
"а где-то в альтернативной реальности когда представили концепт скоростного автомобиля кто-то откомментировал это концепт называется - тело всмятку
",1
"Окатыши сферической формы комочки измельчённого рудного концентрата. Полуфабрикат металлургического производства железа. Являются продуктом обогащения железосодержащих руд специальными концентрирующими способами и последующего окомкования и обжига.
",1
"Живу в Уфе население 1кк , всё считают что мы небольшой город
",1
"Kerbal Space Programm.
",1
"Зачем политач должен покидать лучший из его тредов? Ты поехал?
",1
"Рякни, говно плешивое.
",1
"Выпь, заку, и бабу тра.
",1
"ЗАПУСТИЛ ПАТОК ПЕРДУН СТАРЫЙ
",1
"Ты моральный урод. Теперь жалуйся модератору
",1
"Аххаххахахаааааа АААААА!!!!!!
",1
